Abbesses	48.88484851763018	2.338687777519226
Alésia	48.82821767671063	2.326802909374237
Alexandre Dumas	48.855907	2.39479
Alma - Marceau	48.864904	2.300234
Anatole France	48.892022	2.285536
Anvers	48.883007126386076	2.3448488116264343
Argentine	48.875339	2.290113
Arsenal	48.84916567020866	2.3667463660240173
Arts et Métiers	48.865285	2.356794
Asnières - Gennevilliers - Les Courtilles	48.9306057560221	2.283788323402405
Assemblée nationale	48.860654569523334	2.3211300373077393
Aubervilliers - Pantin - Quatre Chemins	48.90389694033926	2.392495572566986
Avenue Émile Zola	48.846977009491965	2.2945117950439453
Avron	48.8519401896706	2.397862672805786
Bagneux	48.80266077900825	2.3173561692237854
Balard	48.83597047932563	2.278212010860443
Barbès - Rochechouart	48.88364	2.350516
Basilique de Saint-Denis	48.938099565989496	2.3608455061912537
Bastille	48.853082	2.369077
Bel-Air	48.84134429839293	2.400912344455719
Belleville	48.87208261362324	2.376946806907654
Bérault	48.845371	2.428264
Bercy	48.83993028428769	2.380417585372925
Bibliothèque François Mitterrand	48.829823	2.376781
Billancourt	48.832089813946695	2.2381773591041565
Bir-Hakeim	48.853917	2.289332
Blanche	48.883459	2.333703
Bobigny - Pablo Picasso	48.906538	2.449994
Bobigny - Pantin - Raymond Queneau	48.89540875087341	2.424928843975067
Boissière	48.86738608631612	2.2903919219970703
Bolivar	48.880502443263104	2.37492173910141
Bonne Nouvelle	48.870639475215725	2.348874807357788
Botzaris	48.879551689151285	2.3880404233932495
Boucicaut	48.84057815837708	2.2866207361221313
Boulogne - Jean Jaurès	48.84227812602074	2.2388774156570435
Boulogne - Pont de Saint-Cloud	48.840684	2.228331
Bourse	48.86873757398423	2.3413699865341187
Bréguet - Sabin	48.85613344636878	2.3700937628746033
Brochant	48.890855496964654	2.3197004199028015
Buttes Chaumont	48.87850037042899	2.3817721009254456
Buzenval	48.851976	2.402045
Cadet	48.87613482251159	2.3448756337165833
Cambronne	48.84753653911584	2.302936613559723
Campo-Formio	48.83502241002785	2.3581284284591675
Cardinal Lemoine	48.847139	2.351203
Carrefour Pleyel	48.91994192110376	2.3439261317253113
Censier - Daubenton	48.840597	2.351774
Champ de Mars	48.85185547379466	2.3018798232078552
Champs-Élysées - Clémenceau	48.867531	2.313542
Chardon-Lagache	48.8451377544999	2.2662144899368286
Charenton - Écoles	48.82148972262477	2.4138620495796204
Charles de Gaulle - Étoile	48.873773	2.294981
Charles Michels	48.846591	2.286942
Charonne	48.85510281313548	2.3846393823623657
Château d'Eau	48.872901196858045	2.3561489582061768
Château de Vincennes	48.844382	2.440136
Château-Landon	48.8784562710064	2.3620712757110596
Château Rouge	48.88673	2.349552
Châtelet	48.858352	2.347324
Châtillon - Montrouge	48.81053941501507	2.3018261790275574
Chaussée d'Antin - La Fayette	48.8730723214020	2.3339322209358215
Chemin Vert	48.856778	2.368348
Chevaleret	48.83493766552989	2.368082106113434
Cité	48.855637	2.346418
Cluny - La Sorbonne	48.851018896823035	2.3445832729339
Colonel Fabien	48.877136	2.37116
Commerce	48.845093	2.294215
Concorde	48.866176	2.322397
Convention	48.837419	2.296795
Corentin Cariou	48.894340131311615	2.3817452788352966
Corentin Celton	48.826833	2.278985
Corvisart	48.82980682532293	2.3505082726478577
Courcelles	48.879401	2.304339
Couronnes	48.869521	2.379861
Cour Saint-Émilion	48.833501	2.385935
Créteil - L'Échat	48.79596296515138	2.449355721473694
Créteil - Parc des Sports	48.76878621682943	2.464810609817505
Créteil - Préfecture	48.77977215279495	2.459317445755005
Créteil - Université	48.78975374703421	2.4507853388786316
Crimée	48.89158030680597	2.377070188522339
Croix de Chavaux	48.858055	2.435764
Croix-Rouge	48.85189430192224	2.329503893852234
Danube	48.88180771631629	2.3942014575004578
Daumesnil	48.839644299053646	2.395792007446289
Denfert-Rochereau	48.833901299344284	2.3327279090881348
Dugommier	48.83904937392175	2.3899635672569275
Dupleix	48.85039233740468	2.2936105728149414
Duroc	48.846828741919175	2.3164790868759155
École Militaire	48.8551098723394	2.3067373037338257
École Vétérinaire de Maisons-Alfort	48.81519005560035	2.421881854534149
Edgar Quinet	48.841047729454424	2.325083613395691
Église d'Auteuil	48.84716940366413	2.2690200805664062
Église de Pantin	48.89362770557985	2.412917912006378
Élysées La Défense	48.89101950595075	2.2380512952804565
Esplanade de la Défense	48.888361	2.249955
Étienne Marcel	48.86411131208257	2.3506075143814087
Europe	48.878821	2.32238
Exelmans	48.84240522408706	2.2595492005348206
Faidherbe - Chaligny	48.85015759622327	2.3833975195884705
Falguière	48.84456584186672	2.318286895751953
Félix Faure	48.842351	2.291004
Filles du Calvaire	48.86407249343042	2.3661214113235474
Fort d'Aubervilliers	48.914239862172174	2.403784990310669
Franklin D. Roosevelt	48.868977	2.30989
Gabriel Péri	48.91657540550505	2.2943884134292603
Gaîté	48.838654	2.322637
Gallieni	48.864936	2.416637
Gambetta	48.864947	2.398451
Gare d'Austerlitz	48.842625879686175	2.3649707436561584
Gare de l'Est	48.876141878749266	2.3582786321640015
Gare de Lyon	48.84472823747592	2.3739293217658997
Gare du Nord	48.880575	2.354931
Garibaldi	48.90639692572083	2.3319071531295776
George V	48.872013	2.300569
Glacière	48.83115049943605	2.343384325504303
Goncourt	48.869831440667916	2.3706865310668945
Grands Boulevards	48.871426326011765	2.3443418741226196
Guy Môquet	48.892221	2.327174
Havre - Caumartin	48.873465	2.327968
Haxo	48.878694407426444	2.401639223098755
Hoche	48.891494	2.403144
Hôtel de Ville	48.857487	2.351525
Iéna	48.864465972010215	2.2933799028396606
Invalides	48.860764	2.314658
Jacques Bonsergent	48.87120050462785	2.3606067895889282
Jasmin	48.851897831750556	2.267856001853943
Jaurès	48.88179007771832	2.370198369026184
Javel - André Citroën	48.846165	2.278716
Jourdain	48.875199862215254	2.3895075917243958
Jules Joffrin	48.89243736765836	2.344781756401062
Jussieu	48.846052	2.355738
Kléber	48.871138	2.293118
La Chapelle	48.88441110516041	2.360287606716156
La Courneuve - 8 Mai 1945	48.920777	2.410668
La Défense	48.89129108954035	2.240116596221924
La Défense - Michelet	48.88764045949513	2.2465431690216064
La Fourche	48.8869	2.325875
Lamarck - Caulaincourt	48.889139	2.338159
La Motte-Picquet - Grenelle	48.84914272506833	2.298089861869812
La Muette	48.85771818004514	2.273719310760498
La Tour-Maubourg	48.857667003460904	2.310398519039154
Laumière	48.885006	2.378524
Ledru-Rollin	48.85152896334864	2.3751604557037354
Le Kremlin-Bicêtre	48.810388	2.361849
Le Peletier	48.87472002674971	2.3395487666130066
Les Agnettes	48.92303856258169	2.2858911752700806
Les Gobelins	48.835896	2.352467
Les Halles	48.86239620472818	2.3459726572036743
Les Sablons	48.880966	2.272432
Liberté	48.825882	2.407022
Liège	48.879626	2.326983
Louis Blanc	48.88113744521957	2.3648393154144287
Louise Michel	48.889273	2.288073
Lourmel	48.838604499472666	2.2818168997764587
Louvre - Rivoli	48.86108	2.340283
Mabillon	48.85277498636534	2.335321605205536
Madeleine	48.870482456423375	2.3250004649162292
Mairie d'Aubervilliers	48.913829147791354	2.3806509375572205
Mairie de Clichy	48.903958648112884	2.3053425550460815
Mairie de Montreuil	48.862283	2.441847
Mairie de Montrouge	48.818439772442844	2.319536805152893
Mairie de Saint-Ouen	48.91161863558103	2.3337525129318237
Mairie des Lilas	48.879788056425525	2.416289448738098
Mairie d'Issy	48.824152	2.273434
Mairie d'Ivry	48.81112408058842	2.383386790752411
Marx Dormoy	48.891213	2.359909
Maison Blanche	48.822155	2.358531
Maisons-Alfort - Les Juilliottes	48.802567	2.446432
Maisons-Alfort - Stade	48.80868115771367	2.436073422431946
Malakoff - Plateau de Vanves	48.82284244945373	2.298344671726227
Malakoff - Rue Étienne Dolet	48.814702579903646	2.2973012924194336
